,L1_condition,L2_condition,freezing_condition,freezing_strength,learning_rate_condition,L2_inventory_condition,hid_size_condition,contrast_pair,contrast_type,eval_method,sil_score,sil_score_cos,run,epoch
12285,Recon,Recon,EWC,1e6,fast,Equal,4,i_u,backness,silhouette,0.54586846,0.78105646,4,150
12286,Recon,Recon,EWC,1e6,fast,Equal,4,i_ih,hd_trained,silhouette,0.28199673,0.28723943,4,150
12287,Recon,Recon,EWC,1e6,fast,Equal,4,i_uh,N/A,silhouette,0.6177494,0.82882625,4,150
12288,Recon,Recon,EWC,1e6,fast,Equal,4,i_iS,duration,silhouette,0.00028291566,0.00020541096,4,150
12289,Recon,Recon,EWC,1e6,fast,Equal,4,i_uS,N/A,silhouette,0.55208594,0.7890322,4,150
12290,Recon,Recon,EWC,1e6,fast,Equal,4,i_ihL,height_L2,silhouette,0.2789499,0.28399944,4,150
12291,Recon,Recon,EWC,1e6,fast,Equal,4,i_uhL,N/A,silhouette,0.61989164,0.83058435,4,150
12292,Recon,Recon,EWC,1e6,fast,Equal,4,u_u,same,silhouette,-0.00013849782,-0.0001924014,4,150
12293,Recon,Recon,EWC,1e6,fast,Equal,4,u_ih,N/A,silhouette,0.5685207,0.76873577,4,150
12294,Recon,Recon,EWC,1e6,fast,Equal,4,u_uh,hd_trained,silhouette,0.28072,0.27458966,4,150
12295,Recon,Recon,EWC,1e6,fast,Equal,4,u_iS,N/A,silhouette,0.5465131,0.7825861,4,150
12296,Recon,Recon,EWC,1e6,fast,Equal,4,u_uS,duration,silhouette,5.4025175e-05,3.1700133e-06,4,150
12297,Recon,Recon,EWC,1e6,fast,Equal,4,u_ihL,N/A,silhouette,0.56660986,0.76703745,4,150
12298,Recon,Recon,EWC,1e6,fast,Equal,4,u_uhL,height_L2,silhouette,0.27693617,0.2710294,4,150
12299,Recon,Recon,EWC,1e6,fast,Equal,4,ih_ih,N/A,silhouette,-9.274453e-06,4.395199e-05,4,150
12300,Recon,Recon,EWC,1e6,fast,Equal,4,ih_uh,backness,silhouette,0.53408504,0.77413833,4,150
12301,Recon,Recon,EWC,1e6,fast,Equal,4,ih_iS,height_L2,silhouette,0.27492687,0.2806587,4,150
12302,Recon,Recon,EWC,1e6,fast,Equal,4,ih_uS,N/A,silhouette,0.5674427,0.7700979,4,150
12303,Recon,Recon,EWC,1e6,fast,Equal,4,ih_ihL,duration,silhouette,-6.1871055e-05,-0.0001693101,4,150
12304,Recon,Recon,EWC,1e6,fast,Equal,4,ih_uhL,N/A,silhouette,0.53572863,0.7761611,4,150
12305,Recon,Recon,EWC,1e6,fast,Equal,4,uh_uh,N/A,silhouette,-7.591283e-05,-0.0001719122,4,150
12306,Recon,Recon,EWC,1e6,fast,Equal,4,uh_iS,N/A,silhouette,0.62173194,0.834067,4,150
12307,Recon,Recon,EWC,1e6,fast,Equal,4,uh_uS,height_L2,silhouette,0.26907945,0.2642518,4,150
12308,Recon,Recon,EWC,1e6,fast,Equal,4,uh_ihL,N/A,silhouette,0.5393418,0.77896684,4,150
12309,Recon,Recon,EWC,1e6,fast,Equal,4,uh_uhL,duration,silhouette,-4.475355e-06,-8.9454653e-07,4,150
12310,Recon,Recon,EWC,1e6,fast,Equal,4,iS_iS,same,silhouette,6.1710474e-05,0.00010125089,4,150
12311,Recon,Recon,EWC,1e6,fast,Equal,4,iS_uS,backness,silhouette,0.5538526,0.79039085,4,150
12312,Recon,Recon,EWC,1e6,fast,Equal,4,iS_ihL,hd_untrained,silhouette,0.2672918,0.2698621,4,150
12313,Recon,Recon,EWC,1e6,fast,Equal,4,iS_uhL,N/A,silhouette,0.6184236,0.83137405,4,150
12314,Recon,Recon,EWC,1e6,fast,Equal,4,uS_uS,same,silhouette,-3.1725915e-05,-0.00017593289,4,150
12315,Recon,Recon,EWC,1e6,fast,Equal,4,uS_ihL,N/A,silhouette,0.5674929,0.7711024,4,150
12316,Recon,Recon,EWC,1e6,fast,Equal,4,uS_uhL,hd_untrained,silhouette,0.26706603,0.26058263,4,150
12317,Recon,Recon,EWC,1e6,fast,Equal,4,ihL_ihL,same,silhouette,0.00016461467,0.00020463798,4,150
12318,Recon,Recon,EWC,1e6,fast,Equal,4,ihL_uhL,backness,silhouette,0.542051,0.7833216,4,150
12319,Recon,Recon,EWC,1e6,fast,Equal,4,uhL_uhL,same,silhouette,-2.7318954e-05,-0.000104923245,4,150
12320,Recon,Recon,EWC,1e6,fast,Equal,4,e_e,same,silhouette,1.615882e-05,9.451866e-06,5,150
12321,Recon,Recon,EWC,1e6,fast,Equal,4,e_o,backness,silhouette,0.36321467,0.61455494,5,150
12322,Recon,Recon,EWC,1e6,fast,Equal,4,e_i,height_L1,silhouette,0.31378323,0.5297996,5,150
12323,Recon,Recon,EWC,1e6,fast,Equal,4,e_u,N/A,silhouette,0.4724342,0.71959066,5,150
12324,Recon,Recon,EWC,1e6,fast,Equal,4,e_ih,N/A,silhouette,0.09443062,0.16210514,5,150
12325,Recon,Recon,EWC,1e6,fast,Equal,4,e_uh,N/A,silhouette,0.3976408,0.62857056,5,150
12326,Recon,Recon,EWC,1e6,fast,Equal,4,e_iS,N/A,silhouette,0.2998974,0.4959101,5,150
12327,Recon,Recon,EWC,1e6,fast,Equal,4,e_uS,N/A,silhouette,0.4734214,0.7061875,5,150
12328,Recon,Recon,EWC,1e6,fast,Equal,4,e_ihL,N/A,silhouette,0.11316394,0.21331231,5,150
12329,Recon,Recon,EWC,1e6,fast,Equal,4,e_uhL,N/A,silhouette,0.39031687,0.6263621,5,150
12330,Recon,Recon,EWC,1e6,fast,Equal,4,o_o,same,silhouette,-3.1439304e-05,-0.00015529108,5,150
12331,Recon,Recon,EWC,1e6,fast,Equal,4,o_i,N/A,silhouette,0.48334646,0.7566576,5,150
12332,Recon,Recon,EWC,1e6,fast,Equal,4,o_u,height_L1,silhouette,0.31620076,0.5322325,5,150
12333,Recon,Recon,EWC,1e6,fast,Equal,4,o_ih,N/A,silhouette,0.37892565,0.64443713,5,150
12334,Recon,Recon,EWC,1e6,fast,Equal,4,o_uh,N/A,silhouette,0.095270686,0.16188343,5,150
12335,Recon,Recon,EWC,1e6,fast,Equal,4,o_iS,N/A,silhouette,0.4655375,0.73929536,5,150
12336,Recon,Recon,EWC,1e6,fast,Equal,4,o_uS,N/A,silhouette,0.29329357,0.48178944,5,150
12337,Recon,Recon,EWC,1e6,fast,Equal,4,o_ihL,N/A,silhouette,0.3972,0.6650579,5,150
12338,Recon,Recon,EWC,1e6,fast,Equal,4,o_uhL,N/A,silhouette,0.11089213,0.20768636,5,150
12339,Recon,Recon,EWC,1e6,fast,Equal,4,i_i,same,silhouette,-2.2987932e-05,-0.00011696696,5,150
12340,Recon,Recon,EWC,1e6,fast,Equal,4,i_u,backness,silhouette,0.35170415,0.59079385,5,150
12341,Recon,Recon,EWC,1e6,fast,Equal,4,i_ih,hd_trained,silhouette,0.13712892,0.26875305,5,150
12342,Recon,Recon,EWC,1e6,fast,Equal,4,i_uh,N/A,silhouette,0.41674125,0.67699915,5,150
12343,Recon,Recon,EWC,1e6,fast,Equal,4,i_iS,duration,silhouette,0.008722839,0.014668568,5,150
12344,Recon,Recon,EWC,1e6,fast,Equal,4,i_uS,N/A,silhouette,0.3765752,0.6146878,5,150
12345,Recon,Recon,EWC,1e6,fast,Equal,4,i_ihL,height_L2,silhouette,0.11199545,0.21628177,5,150
12346,Recon,Recon,EWC,1e6,fast,Equal,4,i_uhL,N/A,silhouette,0.39915094,0.6613451,5,150
12347,Recon,Recon,EWC,1e6,fast,Equal,4,u_u,same,silhouette,-6.1503175e-05,-6.434631e-05,5,150
12348,Recon,Recon,EWC,1e6,fast,Equal,4,u_ih,N/A,silhouette,0.38458756,0.63370734,5,150
12349,Recon,Recon,EWC,1e6,fast,Equal,4,u_uh,hd_trained,silhouette,0.14454862,0.28299138,5,150
12350,Recon,Recon,EWC,1e6,fast,Equal,4,u_iS,N/A,silhouette,0.3392544,0.5832716,5,150
12351,Recon,Recon,EWC,1e6,fast,Equal,4,u_uS,duration,silhouette,0.010025785,0.016387591,5,150
12352,Recon,Recon,EWC,1e6,fast,Equal,4,u_ihL,N/A,silhouette,0.3859688,0.6265852,5,150
12353,Recon,Recon,EWC,1e6,fast,Equal,4,u_uhL,height_L2,silhouette,0.117842145,0.22805588,5,150
12354,Recon,Recon,EWC,1e6,fast,Equal,4,ih_ih,N/A,silhouette,-1.2758732e-05,-7.565308e-05,5,150
12355,Recon,Recon,EWC,1e6,fast,Equal,4,ih_uh,backness,silhouette,0.35324714,0.599157,5,150
12356,Recon,Recon,EWC,1e6,fast,Equal,4,ih_iS,height_L2,silhouette,0.1181138,0.22552332,5,150
12357,Recon,Recon,EWC,1e6,fast,Equal,4,ih_uS,N/A,silhouette,0.39060494,0.6292437,5,150
12358,Recon,Recon,EWC,1e6,fast,Equal,4,ih_ihL,duration,silhouette,0.00791465,0.014022969,5,150
12359,Recon,Recon,EWC,1e6,fast,Equal,4,ih_uhL,N/A,silhouette,0.3410188,0.58808833,5,150
12360,Recon,Recon,EWC,1e6,fast,Equal,4,uh_uh,N/A,silhouette,0.00017030716,0.00026064683,5,150
12361,Recon,Recon,EWC,1e6,fast,Equal,4,uh_iS,N/A,silhouette,0.40062848,0.6645411,5,150
12362,Recon,Recon,EWC,1e6,fast,Equal,4,uh_uS,height_L2,silhouette,0.112132676,0.21432188,5,150
12363,Recon,Recon,EWC,1e6,fast,Equal,4,uh_ihL,N/A,silhouette,0.3763374,0.6215775,5,150
12364,Recon,Recon,EWC,1e6,fast,Equal,4,uh_uhL,duration,silhouette,0.008717938,0.016435998,5,150
12365,Recon,Recon,EWC,1e6,fast,Equal,4,iS_iS,same,silhouette,-5.891019e-05,5.497837e-05,5,150
12366,Recon,Recon,EWC,1e6,fast,Equal,4,iS_uS,backness,silhouette,0.35868222,0.60252005,5,150
12367,Recon,Recon,EWC,1e6,fast,Equal,4,iS_ihL,hd_untrained,silhouette,0.09727221,0.17831449,5,150
12368,Recon,Recon,EWC,1e6,fast,Equal,4,iS_uhL,N/A,silhouette,0.38070056,0.6418359,5,150
12369,Recon,Recon,EWC,1e6,fast,Equal,4,uS_uS,same,silhouette,5.7451725e-06,-0.00011826038,5,150
12370,Recon,Recon,EWC,1e6,fast,Equal,4,uS_ihL,N/A,silhouette,0.3996967,0.6318147,5,150
12371,Recon,Recon,EWC,1e6,fast,Equal,4,uS_uhL,hd_untrained,silhouette,0.09535599,0.1719496,5,150
12372,Recon,Recon,EWC,1e6,fast,Equal,4,ihL_ihL,same,silhouette,-9.094298e-05,-0.0001599266,5,150
12373,Recon,Recon,EWC,1e6,fast,Equal,4,ihL_uhL,backness,silhouette,0.36003727,0.6077502,5,150
12374,Recon,Recon,EWC,1e6,fast,Equal,4,uhL_uhL,same,silhouette,-1.3060689e-05,-4.2630196e-05,5,150
12375,Recon,Recon,EWC,1e6,fast,Equal,4,e_e,same,silhouette,-5.132818e-05,-5.9750557e-05,1,160
12376,Recon,Recon,EWC,1e6,fast,Equal,4,e_o,backness,silhouette,0.54275674,0.8111449,1,160
12377,Recon,Recon,EWC,1e6,fast,Equal,4,e_i,height_L1,silhouette,0.34251693,0.62564677,1,160
12378,Recon,Recon,EWC,1e6,fast,Equal,4,e_u,N/A,silhouette,0.65381104,0.9037033,1,160
12379,Recon,Recon,EWC,1e6,fast,Equal,4,e_ih,N/A,silhouette,0.12574573,0.27335334,1,160
12380,Recon,Recon,EWC,1e6,fast,Equal,4,e_uh,N/A,silhouette,0.5932951,0.8559043,1,160
12381,Recon,Recon,EWC,1e6,fast,Equal,4,e_iS,N/A,silhouette,0.3384063,0.6170364,1,160
12382,Recon,Recon,EWC,1e6,fast,Equal,4,e_uS,N/A,silhouette,0.651976,0.90117353,1,160
12383,Recon,Recon,EWC,1e6,fast,Equal,4,e_ihL,N/A,silhouette,0.12747225,0.27615893,1,160
12384,Recon,Recon,EWC,1e6,fast,Equal,4,e_uhL,N/A,silhouette,0.59571224,0.85821813,1,160
12385,Recon,Recon,EWC,1e6,fast,Equal,4,o_o,same,silhouette,-7.676315e-05,-0.000114824295,1,160
12386,Recon,Recon,EWC,1e6,fast,Equal,4,o_i,N/A,silhouette,0.51394427,0.7951128,1,160
12387,Recon,Recon,EWC,1e6,fast,Equal,4,o_u,height_L1,silhouette,0.33982897,0.61418223,1,160
12388,Recon,Recon,EWC,1e6,fast,Equal,4,o_ih,N/A,silhouette,0.50694805,0.7849091,1,160
12389,Recon,Recon,EWC,1e6,fast,Equal,4,o_uh,N/A,silhouette,0.12579665,0.2682177,1,160
12390,Recon,Recon,EWC,1e6,fast,Equal,4,o_iS,N/A,silhouette,0.51463234,0.7964678,1,160
12391,Recon,Recon,EWC,1e6,fast,Equal,4,o_uS,N/A,silhouette,0.33688283,0.6063583,1,160
12392,Recon,Recon,EWC,1e6,fast,Equal,4,o_ihL,N/A,silhouette,0.50291336,0.7786447,1,160
12393,Recon,Recon,EWC,1e6,fast,Equal,4,o_uhL,N/A,silhouette,0.12987691,0.27616307,1,160
12394,Recon,Recon,EWC,1e6,fast,Equal,4,i_i,same,silhouette,0.000263659,0.00048498012,1,160
12395,Recon,Recon,EWC,1e6,fast,Equal,4,i_u,backness,silhouette,0.53375745,0.8103108,1,160
12396,Recon,Recon,EWC,1e6,fast,Equal,4,i_ih,hd_trained,silhouette,0.12851761,0.2797481,1,160
12397,Recon,Recon,EWC,1e6,fast,Equal,4,i_uh,N/A,silhouette,0.50173235,0.7753458,1,160
12398,Recon,Recon,EWC,1e6,fast,Equal,4,i_iS,duration,silhouette,0.00013394022,0.00044916724,1,160
12399,Recon,Recon,EWC,1e6,fast,Equal,4,i_uS,N/A,silhouette,0.53973764,0.81367666,1,160
12400,Recon,Recon,EWC,1e6,fast,Equal,4,i_ihL,height_L2,silhouette,0.12857181,0.28030917,1,160
12401,Recon,Recon,EWC,1e6,fast,Equal,4,i_uhL,N/A,silhouette,0.5059927,0.77811754,1,160
12402,Recon,Recon,EWC,1e6,fast,Equal,4,u_u,same,silhouette,3.104305e-05,5.3463937e-05,1,160
12403,Recon,Recon,EWC,1e6,fast,Equal,4,u_ih,N/A,silhouette,0.59525836,0.8644726,1,160
12404,Recon,Recon,EWC,1e6,fast,Equal,4,u_uh,hd_trained,silhouette,0.13040127,0.26794028,1,160
12405,Recon,Recon,EWC,1e6,fast,Equal,4,u_iS,N/A,silhouette,0.5365863,0.8131581,1,160
12406,Recon,Recon,EWC,1e6,fast,Equal,4,u_uS,duration,silhouette,0.0008805532,0.00077341363,1,160
12407,Recon,Recon,EWC,1e6,fast,Equal,4,u_ihL,N/A,silhouette,0.5948959,0.86415565,1,160
12408,Recon,Recon,EWC,1e6,fast,Equal,4,u_uhL,height_L2,silhouette,0.12888396,0.26866624,1,160
12409,Recon,Recon,EWC,1e6,fast,Equal,4,ih_ih,N/A,silhouette,-5.308676e-05,-3.7280082e-05,1,160
12410,Recon,Recon,EWC,1e6,fast,Equal,4,ih_uh,backness,silhouette,0.5379146,0.8110792,1,160
12411,Recon,Recon,EWC,1e6,fast,Equal,4,ih_iS,height_L2,silhouette,0.12884445,0.27789098,1,160
12412,Recon,Recon,EWC,1e6,fast,Equal,4,ih_uS,N/A,silhouette,0.5985833,0.8650118,1,160
12413,Recon,Recon,EWC,1e6,fast,Equal,4,ih_ihL,duration,silhouette,0.0005276556,0.0004677627,1,160
12414,Recon,Recon,EWC,1e6,fast,Equal,4,ih_uhL,N/A,silhouette,0.53660816,0.8088137,1,160
12415,Recon,Recon,EWC,1e6,fast,Equal,4,uh_uh,N/A,silhouette,-9.109724e-05,-0.00011456061,1,160
12416,Recon,Recon,EWC,1e6,fast,Equal,4,uh_iS,N/A,silhouette,0.5069067,0.7806272,1,160
12417,Recon,Recon,EWC,1e6,fast,Equal,4,uh_uS,height_L2,silhouette,0.12463848,0.25907868,1,160
12418,Recon,Recon,EWC,1e6,fast,Equal,4,uh_ihL,N/A,silhouette,0.5383301,0.8115804,1,160
12419,Recon,Recon,EWC,1e6,fast,Equal,4,uh_uhL,duration,silhouette,7.5212e-05,9.835434e-05,1,160
12420,Recon,Recon,EWC,1e6,fast,Equal,4,iS_iS,same,silhouette,-5.7919548e-05,-0.0001325357,1,160
12421,Recon,Recon,EWC,1e6,fast,Equal,4,iS_uS,backness,silhouette,0.54236007,0.81670177,1,160
12422,Recon,Recon,EWC,1e6,fast,Equal,4,iS_ihL,hd_untrained,silhouette,0.12667872,0.2748654,1,160
12423,Recon,Recon,EWC,1e6,fast,Equal,4,iS_uhL,N/A,silhouette,0.5045646,0.77910215,1,160
12424,Recon,Recon,EWC,1e6,fast,Equal,4,uS_uS,same,silhouette,-0.00014516163,-0.00021599233,1,160
12425,Recon,Recon,EWC,1e6,fast,Equal,4,uS_ihL,N/A,silhouette,0.59646237,0.86322546,1,160
12426,Recon,Recon,EWC,1e6,fast,Equal,4,uS_uhL,hd_untrained,silhouette,0.12689936,0.26485014,1,160
12427,Recon,Recon,EWC,1e6,fast,Equal,4,ihL_ihL,same,silhouette,-1.1341851e-05,7.722426e-05,1,160
12428,Recon,Recon,EWC,1e6,fast,Equal,4,ihL_uhL,backness,silhouette,0.5407004,0.81314445,1,160
12429,Recon,Recon,EWC,1e6,fast,Equal,4,uhL_uhL,same,silhouette,-0.00013876504,-0.00019215679,1,160
12430,Recon,Recon,EWC,1e6,fast,Equal,4,e_e,same,silhouette,-6.083095e-05,-5.0011637e-05,2,160
12431,Recon,Recon,EWC,1e6,fast,Equal,4,e_o,backness,silhouette,0.30469635,0.6728335,2,160
12432,Recon,Recon,EWC,1e6,fast,Equal,4,e_i,height_L1,silhouette,0.56455946,0.8360954,2,160
12433,Recon,Recon,EWC,1e6,fast,Equal,4,e_u,N/A,silhouette,0.6418599,0.8912476,2,160
12434,Recon,Recon,EWC,1e6,fast,Equal,4,e_ih,N/A,silhouette,0.26298895,0.46552324,2,160
12435,Recon,Recon,EWC,1e6,fast,Equal,4,e_uh,N/A,silhouette,0.4685588,0.75817007,2,160
12436,Recon,Recon,EWC,1e6,fast,Equal,4,e_iS,N/A,silhouette,0.5569082,0.8252831,2,160
12437,Recon,Recon,EWC,1e6,fast,Equal,4,e_uS,N/A,silhouette,0.6395237,0.88356835,2,160
12438,Recon,Recon,EWC,1e6,fast,Equal,4,e_ihL,N/A,silhouette,0.26837537,0.48859954,2,160
12439,Recon,Recon,EWC,1e6,fast,Equal,4,e_uhL,N/A,silhouette,0.47152746,0.7654428,2,160
12440,Recon,Recon,EWC,1e6,fast,Equal,4,o_o,same,silhouette,0.0001095581,-0.00016884542,2,160
12441,Recon,Recon,EWC,1e6,fast,Equal,4,o_i,N/A,silhouette,0.5611222,0.8694455,2,160
12442,Recon,Recon,EWC,1e6,fast,Equal,4,o_u,height_L1,silhouette,0.5674955,0.8401234,2,160
12443,Recon,Recon,EWC,1e6,fast,Equal,4,o_ih,N/A,silhouette,0.36545876,0.74111426,2,160
12444,Recon,Recon,EWC,1e6,fast,Equal,4,o_uh,N/A,silhouette,0.2705677,0.47029704,2,160
12445,Recon,Recon,EWC,1e6,fast,Equal,4,o_iS,N/A,silhouette,0.5561853,0.86581224,2,160
12446,Recon,Recon,EWC,1e6,fast,Equal,4,o_uS,N/A,silhouette,0.5641665,0.82650596,2,160
12447,Recon,Recon,EWC,1e6,fast,Equal,4,o_ihL,N/A,silhouette,0.3632706,0.7409032,2,160
12448,Recon,Recon,EWC,1e6,fast,Equal,4,o_uhL,N/A,silhouette,0.27026594,0.48957995,2,160
12449,Recon,Recon,EWC,1e6,fast,Equal,4,i_i,same,silhouette,0.00033511987,0.00053786754,2,160
12450,Recon,Recon,EWC,1e6,fast,Equal,4,i_u,backness,silhouette,0.30023763,0.6344896,2,160
12451,Recon,Recon,EWC,1e6,fast,Equal,4,i_ih,hd_trained,silhouette,0.26869506,0.51969934,2,160
12452,Recon,Recon,EWC,1e6,fast,Equal,4,i_uh,N/A,silhouette,0.36848533,0.73172504,2,160
12453,Recon,Recon,EWC,1e6,fast,Equal,4,i_iS,duration,silhouette,0.00071033335,0.0020830992,2,160
12454,Recon,Recon,EWC,1e6,fast,Equal,4,i_uS,N/A,silhouette,0.30844527,0.63665736,2,160
12455,Recon,Recon,EWC,1e6,fast,Equal,4,i_ihL,height_L2,silhouette,0.27173007,0.5108741,2,160
12456,Recon,Recon,EWC,1e6,fast,Equal,4,i_uhL,N/A,silhouette,0.3705476,0.73314995,2,160
12457,Recon,Recon,EWC,1e6,fast,Equal,4,u_u,same,silhouette,3.479183e-05,-1.1349678e-05,2,160
12458,Recon,Recon,EWC,1e6,fast,Equal,4,u_ih,N/A,silhouette,0.47074845,0.7793701,2,160
12459,Recon,Recon,EWC,1e6,fast,Equal,4,u_uh,hd_trained,silhouette,0.27156866,0.5321161,2,160
12460,Recon,Recon,EWC,1e6,fast,Equal,4,u_iS,N/A,silhouette,0.2948951,0.63505435,2,160
12461,Recon,Recon,EWC,1e6,fast,Equal,4,u_uS,duration,silhouette,0.0020959324,0.0019454526,2,160
12462,Recon,Recon,EWC,1e6,fast,Equal,4,u_ihL,N/A,silhouette,0.47149652,0.77604526,2,160
12463,Recon,Recon,EWC,1e6,fast,Equal,4,u_uhL,height_L2,silhouette,0.27325,0.516853,2,160
12464,Recon,Recon,EWC,1e6,fast,Equal,4,ih_ih,N/A,silhouette,-7.709736e-05,-4.3075084e-05,2,160
12465,Recon,Recon,EWC,1e6,fast,Equal,4,ih_uh,backness,silhouette,0.29914585,0.65597296,2,160
12466,Recon,Recon,EWC,1e6,fast,Equal,4,ih_iS,height_L2,silhouette,0.2690313,0.50727445,2,160
12467,Recon,Recon,EWC,1e6,fast,Equal,4,ih_uS,N/A,silhouette,0.4738464,0.77096254,2,160
12468,Recon,Recon,EWC,1e6,fast,Equal,4,ih_ihL,duration,silhouette,0.00093167165,0.0011337398,2,160
12469,Recon,Recon,EWC,1e6,fast,Equal,4,ih_uhL,N/A,silhouette,0.29751232,0.6538399,2,160
12470,Recon,Recon,EWC,1e6,fast,Equal,4,uh_uh,N/A,silhouette,-2.1394968e-05,0.00018054742,2,160
12471,Recon,Recon,EWC,1e6,fast,Equal,4,uh_iS,N/A,silhouette,0.36767837,0.7332693,2,160
12472,Recon,Recon,EWC,1e6,fast,Equal,4,uh_uS,height_L2,silhouette,0.26499075,0.50223917,2,160
12473,Recon,Recon,EWC,1e6,fast,Equal,4,uh_ihL,N/A,silhouette,0.30524945,0.6592527,2,160
12474,Recon,Recon,EWC,1e6,fast,Equal,4,uh_uhL,duration,silhouette,0.0007003574,0.001222559,2,160
12475,Recon,Recon,EWC,1e6,fast,Equal,4,iS_iS,same,silhouette,2.5540114e-05,0.00010717392,2,160
12476,Recon,Recon,EWC,1e6,fast,Equal,4,iS_uS,backness,silhouette,0.30467278,0.6402224,2,160
12477,Recon,Recon,EWC,1e6,fast,Equal,4,iS_ihL,hd_untrained,silhouette,0.2669546,0.49335772,2,160
12478,Recon,Recon,EWC,1e6,fast,Equal,4,iS_uhL,N/A,silhouette,0.36327007,0.72491723,2,160
12479,Recon,Recon,EWC,1e6,fast,Equal,4,uS_uS,same,silhouette,-8.6077285e-05,-0.00012589883,2,160
12480,Recon,Recon,EWC,1e6,fast,Equal,4,uS_ihL,N/A,silhouette,0.47435772,0.7668661,2,160
12481,Recon,Recon,EWC,1e6,fast,Equal,4,uS_uhL,hd_untrained,silhouette,0.27160987,0.49178472,2,160
12482,Recon,Recon,EWC,1e6,fast,Equal,4,ihL_ihL,same,silhouette,-5.4532768e-05,0.00025088788,2,160
12483,Recon,Recon,EWC,1e6,fast,Equal,4,ihL_uhL,backness,silhouette,0.303688,0.66081387,2,160
12484,Recon,Recon,EWC,1e6,fast,Equal,4,uhL_uhL,same,silhouette,-4.913616e-05,-0.00010287345,2,160
12485,Recon,Recon,EWC,1e6,fast,Equal,4,e_e,same,silhouette,3.0902385e-05,1.753378e-05,3,160
12486,Recon,Recon,EWC,1e6,fast,Equal,4,e_o,backness,silhouette,0.4018499,0.57461005,3,160
12487,Recon,Recon,EWC,1e6,fast,Equal,4,e_i,height_L1,silhouette,0.37024227,0.5658263,3,160
12488,Recon,Recon,EWC,1e6,fast,Equal,4,e_u,N/A,silhouette,0.5405236,0.73111546,3,160
12489,Recon,Recon,EWC,1e6,fast,Equal,4,e_ih,N/A,silhouette,0.14308503,0.23109333,3,160
12490,Recon,Recon,EWC,1e6,fast,Equal,4,e_uh,N/A,silhouette,0.4481098,0.6073814,3,160
12491,Recon,Recon,EWC,1e6,fast,Equal,4,e_iS,N/A,silhouette,0.37046278,0.56773853,3,160
12492,Recon,Recon,EWC,1e6,fast,Equal,4,e_uS,N/A,silhouette,0.53774196,0.72527623,3,160
12493,Recon,Recon,EWC,1e6,fast,Equal,4,e_ihL,N/A,silhouette,0.14015323,0.2263117,3,160
12494,Recon,Recon,EWC,1e6,fast,Equal,4,e_uhL,N/A,silhouette,0.44959596,0.6084948,3,160
12495,Recon,Recon,EWC,1e6,fast,Equal,4,o_o,same,silhouette,-1.2250185e-05,2.468109e-05,3,160
12496,Recon,Recon,EWC,1e6,fast,Equal,4,o_i,N/A,silhouette,0.50079465,0.7346294,3,160
12497,Recon,Recon,EWC,1e6,fast,Equal,4,o_u,height_L1,silhouette,0.3700855,0.56541103,3,160
12498,Recon,Recon,EWC,1e6,fast,Equal,4,o_ih,N/A,silhouette,0.42308262,0.63444614,3,160
12499,Recon,Recon,EWC,1e6,fast,Equal,4,o_uh,N/A,silhouette,0.14400926,0.22948766,3,160
12500,Recon,Recon,EWC,1e6,fast,Equal,4,o_iS,N/A,silhouette,0.5012608,0.7346251,3,160
12501,Recon,Recon,EWC,1e6,fast,Equal,4,o_uS,N/A,silhouette,0.3688979,0.56231797,3,160
12502,Recon,Recon,EWC,1e6,fast,Equal,4,o_ihL,N/A,silhouette,0.4186385,0.6290246,3,160
12503,Recon,Recon,EWC,1e6,fast,Equal,4,o_uhL,N/A,silhouette,0.14020455,0.22237916,3,160
12504,Recon,Recon,EWC,1e6,fast,Equal,4,i_i,same,silhouette,2.4599283e-05,-6.727219e-05,3,160
12505,Recon,Recon,EWC,1e6,fast,Equal,4,i_u,backness,silhouette,0.39079058,0.5614613,3,160
12506,Recon,Recon,EWC,1e6,fast,Equal,4,i_ih,hd_trained,silhouette,0.13559431,0.23027237,3,160
12507,Recon,Recon,EWC,1e6,fast,Equal,4,i_uh,N/A,silhouette,0.41362816,0.61324424,3,160
12508,Recon,Recon,EWC,1e6,fast,Equal,4,i_iS,duration,silhouette,-2.7044773e-05,-0.00016117812,3,160
12509,Recon,Recon,EWC,1e6,fast,Equal,4,i_uS,N/A,silhouette,0.39426848,0.5643644,3,160
12510,Recon,Recon,EWC,1e6,fast,Equal,4,i_ihL,height_L2,silhouette,0.14318746,0.2428901,3,160
12511,Recon,Recon,EWC,1e6,fast,Equal,4,i_uhL,N/A,silhouette,0.4194749,0.6197788,3,160
12512,Recon,Recon,EWC,1e6,fast,Equal,4,u_u,same,silhouette,-6.620121e-05,-0.00014192534,3,160
12513,Recon,Recon,EWC,1e6,fast,Equal,4,u_ih,N/A,silhouette,0.45225242,0.63138616,3,160
12514,Recon,Recon,EWC,1e6,fast,Equal,4,u_uh,hd_trained,silhouette,0.14246628,0.24328203,3,160
12515,Recon,Recon,EWC,1e6,fast,Equal,4,u_iS,N/A,silhouette,0.394162,0.56479603,3,160
12516,Recon,Recon,EWC,1e6,fast,Equal,4,u_uS,duration,silhouette,4.171413e-05,4.5152665e-05,3,160
12517,Recon,Recon,EWC,1e6,fast,Equal,4,u_ihL,N/A,silhouette,0.4476321,0.62499046,3,160
